team_name,phase,count,success_rate,percent_of_total,success_rate_percentile,count_percentile,percent_of_total_percentile
Orlando City,attacking_freekick,121,0.8016528925619835,0.011697602474864656,0.26666666666666666,0.43333333333333335,0.4
Orlando City,attacking_freekick_second_phase,32,0.1875,0.0030935808197989174,0.16666666666666666,0.4666666666666667,0.4666666666666667
Orlando City,attacking_throw_in,116,0.6896551724137931,0.011214230471771076,0.5,0.13333333333333333,0.13333333333333333
Orlando City,buildup,1090,0.618348623853211,0.10537509667440062,0.5,0.16666666666666666,0.23333333333333334
Orlando City,corner,152,0.25,0.014694508894044857,0.9166666666666666,0.26666666666666666,0.3333333333333333
Orlando City,corner_second_phase,77,0.4025974025974026,0.007443928847641145,0.8833333333333333,0.5,0.6
Orlando City,counterattack,40,0.5,0.0038669760247486465,0.9333333333333333,0.36666666666666664,0.3
Orlando City,finishing,716,0.41620111731843573,0.06921887084300077,1.0,0.9333333333333333,0.9666666666666667
Orlando City,high_transition,293,0.378839590443686,0.028325599381283838,0.8,0.45,0.4666666666666667
Orlando City,kickoff,117,0.5811965811965812,0.01131090487238979,0.8,0.5666666666666667,0.6333333333333333
Orlando City,long_goalkick,75,0.41333333333333333,0.007250580046403712,0.6,0.43333333333333335,0.4666666666666667
Orlando City,penalty,3,0.0,0.0002900232018561485,0.5166666666666667,0.15,0.13333333333333333
Orlando City,possession_freekick,356,0.648876404494382,0.03441608662026296,0.6,0.8666666666666667,0.9
Orlando City,possession_throw_in,351,0.4985754985754986,0.033932714617169374,0.6666666666666666,0.06666666666666667,0.06666666666666667
Orlando City,progression,1593,0.4952919020715631,0.15400232018561485,0.9666666666666667,0.5333333333333333,0.6
Orlando City,securing_possession,806,0.5583126550868487,0.07791956689868523,0.6,0.13333333333333333,0.13333333333333333
Orlando City,short_goalkick,187,0.5828877005347594,0.018078112915699922,0.8333333333333334,0.8666666666666667,0.8666666666666667
Philadelphia Union,accelerated_possession,299,0.38127090301003347,0.026530612244897958,0.7333333333333333,0.06666666666666667,0.06666666666666667
Philadelphia Union,attacking_freekick,211,0.8341232227488151,0.018722271517302574,0.6,0.9666666666666667,0.9666666666666667
Philadelphia Union,attacking_freekick_second_phase,58,0.1896551724137931,0.0051464063886424135,0.2,0.9666666666666667,0.9333333333333333
Philadelphia Union,attacking_throw_in,224,0.7857142857142857,0.01987577639751553,0.9,1.0,1.0
